u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,width,access,ref,bridge,tunnel,junction,est_width
950758096,309215485,0,81573190,True,1,Calle de los Invencibles,residential,30,False,119.833,"LINESTRING (-3.7203543 40.3966057, -3.7196433 40.3957991, -3.7195649 40.3957113)",8.385202742153457,3.4211139100345305e-05,,,,,,,
960705021,950757986,0,23568284,True,2,Calle de Antonio López,primary,50,False,29.781,"LINESTRING (-3.7151842 40.3974966, -3.7153703 40.3975955, -3.7154741 40.3976482)",13.28636085150766,0.01335730354162866,,,,,,,
960705021,309203338,0,554697852,False,4,Calle de Antonio López,primary,50,False,81.23700000000001,"LINESTRING (-3.7151842 40.3974966, -3.7150609 40.3974365, -3.7148391 40.397328, -3.7147033 40.3972661, -3.7145968 40.397212, -3.7143763 40.3971028)",1.5647898775468465,0.00689580717019447,,,,,,,
960705356,9457704570,0,"[1025791104, 27885323]",False,,"['Travesía de Trifón Pedrero', 'Calle de Trifón Pedrero']",residential,,True,122.588,"LINESTRING (-3.7075301 40.3926943, -3.7072238 40.3930392, -3.7079912 40.3933985)",1.211532415972827,0.0001137009664582149,,,,,,,
960705388,306156581,0,1038338429,False,,Calle Fernando Díaz de Mendoza,residential,,True,73.052,"LINESTRING (-3.70881 40.3921029, -3.7087534 40.392193, -3.7092693 40.3924424, -3.709334 40.3924736, -3.709371 40.3924915)",1.244629562821318,0.0001137009664582149,,,,,,,
981649995,981649999,0,307592941,True,4,Calle de Velázquez,secondary,50,False,20.969,"LINESTRING (-3.6826911 40.4423784, -3.6826755 40.4425666)",11.808993106430744,0.00870881653119478,,,,,,,
981649995,981659112,0,340437222,True,4,Calle de Joaquín Costa,primary,,False,30.84,"LINESTRING (-3.6826911 40.4423784, -3.6824831 40.4421884, -3.6824577 40.4421654)",2.5375327329601616,0.013885119615511273,,,,,,,
981649999,985917860,0,308253955,True,4,Calle de Velázquez,tertiary,50,False,34.818,"LINESTRING (-3.6826755 40.4425666, -3.6826679 40.4426714, -3.6826555 40.4428089, -3.6826528 40.442841, -3.6826497 40.4428791)",14.25361160141021,0.011227265786546542,,,,,,,
981649999,142256711,0,499730134,True,4,Calle de Joaquín Costa,primary,,False,92.80799999999999,"LINESTRING (-3.6826755 40.4425666, -3.6829264 40.4427967, -3.6829441 40.4428129, -3.6830183 40.442883, -3.6833758 40.4432089)",12.04782033900359,0.00873424862137255,,,,,,,
981659112,10286446554,0,340437222,True,4,Calle de Joaquín Costa,primary,,False,36.429,"LINESTRING (-3.6824577 40.4421654, -3.6821855 40.4419116)",12.745912427849673,0.013861588144172413,,,,,,,
981659112,10286446563,0,262302246,True,2,Calle de Pablo Aranda,residential,,False,55.559999999999995,"LINESTRING (-3.6824577 40.4421654, -3.6823972 40.4420511, -3.6823819 40.4420034, -3.6823824 40.4419835, -3.6823898 40.4419676, -3.6824019 40.4419529, -3.6824314 40.4419383, -3.6824624 40.4419285, -3.6825237 40.4419186, -3.6825747 40.4419104, -3.6826216 40.4419055, -3.682678 40.4419108, -3.6826964 40.4419188, -3.6827078 40.4419274, -3.682726 40.4419493)",2.750382971177495,2.353147133886185e-05,,,,,,,
985917860,143673371,0,14579286,True,1,Calle de Antonio Pérez,residential,,False,128.814,"LINESTRING (-3.6826497 40.4428791, -3.6825197 40.4428748, -3.6820613 40.4428422, -3.681484 40.4422857)",14.219016005594954,0.0017217796567327226,,,,,,,
985917860,29739625,0,308253959,True,4,Calle de Velázquez,tertiary,50,False,163.767,"LINESTRING (-3.6826497 40.4428791, -3.6826388 40.4430123, -3.6826296 40.4431132, -3.6825245 40.4443488)",18.03867801121789,0.009505486129813818,,,,,,,
989112294,989112376,0,85319895,True,,,residential,,False,6.246,"LINESTRING (-3.7387835 40.410777, -3.7387213 40.4108072)",8.97424135056581,0.003373029546348142,,,,,,roundabout,
989112376,315518701,0,85319895,True,,,residential,,False,10.822,"LINESTRING (-3.7387213 40.4108072, -3.7386811 40.410845, -3.738657 40.4108901)",7.5979248933382895,0.004466324977635406,,,,,,roundabout,
989112387,989112539,0,85319913,True,,,unclassified,,False,10.146,"LINESTRING (-3.7390025 40.4111524, -3.7389937 40.4110614)",10.499105496231193,0.00043937911566403423,,,,,,,
989112387,265977738,0,24466574,False,,Avenida Principal,residential,40,False,47.626000000000005,"LINESTRING (-3.7390025 40.4111524, -3.7390675 40.4113087, -3.7390994 40.4114191, -3.739142 40.4115669)",1.753908766778148,0.0010887184308180562,,permissive,,,,,
989112392,1426548713,0,28702065,True,,Avenida de Portugal,residential,,False,190.406,"LINESTRING (-3.7390422 40.4110243, -3.7391349 40.410963, -3.7408156 40.4099715)",27.563224884348465,0.00021319254445411706,,,,,,,
989112392,989112294,0,85319895,True,,,residential,,False,47.086999999999996,"LINESTRING (-3.7390422 40.4110243, -3.739073 40.4109769, -3.7390825 40.4109244, -3.7390695 40.4108724, -3.7390355 40.4108262, -3.738984 40.4107907, -3.7389203 40.4107694, -3.7388511 40.4107647, -3.7387835 40.410777)",8.976282427403964,0.0009943080991057654,,,,,,roundabout,
989112436,989112503,0,85319895,True,,,residential,,False,4.257,"LINESTRING (-3.7388794 40.4110926, -3.7389289 40.4110859)",8.859765227698889,0.0019694936454037414,,,,,,roundabout,
989112503,989112539,0,85319895,True,,,residential,,False,6.125,"LINESTRING (-3.7389289 40.4110859, -3.7389937 40.4110614)",9.277939782103546,0.0007681215278958482,,,,,,roundabout,
989112503,989112387,0,85319900,True,,,unclassified,,False,9.67,"LINESTRING (-3.7389289 40.4110859, -3.7390025 40.4111524)",9.978054585843607,0.0012013721175078932,,,,,,,
989112539,989112392,0,85319895,True,,,residential,,False,5.821,"LINESTRING (-3.7389937 40.4110614, -3.7390422 40.4110243)",8.884677587097677,0.0012075006435598825,,,,,,roundabout,
989204859,10197766007,0,45764846,False,4,Calle de Agustín de Betancourt,tertiary,50,False,83.819,"LINESTRING (-3.6951867 40.4440459, -3.6951431 40.4446885, -3.6951412 40.4447171, -3.695139 40.4447474, -3.6951354 40.4447987)",1.494515855264209,0.0015307351399728199,,,,,,,
989204859,1613048626,0,45764846,False,4,Calle de Agustín de Betancourt,tertiary,50,True,95.376,"LINESTRING (-3.6951867 40.4440459, -3.6952045 40.4437515, -3.6952045 40.4436994, -3.6951912 40.4436397, -3.6951706 40.4435801, -3.6951471 40.4435242, -3.6951234 40.443486, -3.6950806 40.4434226, -3.694949 40.4432519, -3.694939 40.4432349)",1.5205149780198193,0.002511945777283933,,,,,,,
989204862,1505081196,0,238871459,False,5,Calle de Orense,tertiary,50,False,69.503,"LINESTRING (-3.6954848 40.4472868, -3.6954943 40.4471861, -3.6955691 40.4466651)",1.7325266105340524,0.0009314583836232338,,,,,,,
989204862,989204999,0,"[246282530, 303410255]",False,"['5', '6']",Calle de Orense,tertiary,50,True,73.218,"LINESTRING (-3.6954848 40.4472868, -3.6954229 40.4478294, -3.6954078 40.4478897, -3.6954028 40.447942)",1.2133781664597525,0.001982035143864563,,,,,,,
989204999,989205020,0,9939505,True,,Calle de Hernani,residential,50,False,40.233,"LINESTRING (-3.6954028 40.447942, -3.6955893 40.4479543, -3.6956648 40.4479586, -3.6958769 40.447969)",2.4370271982263763,0.001567635590083321,,,,,,,
989204999,989204862,0,"[246282530, 303410255]",False,"['5', '6']",Calle de Orense,tertiary,50,False,73.218,"LINESTRING (-3.6954028 40.447942, -3.6954078 40.4478897, -3.6954229 40.4478294, -3.6954848 40.4472868)",1.213378166459753,0.0007761894609263151,,,,,,,
989204999,81466846,0,303410255,False,6,Calle de Orense,tertiary,50,True,143.448,"LINESTRING (-3.6954028 40.447942, -3.6953927 40.448039, -3.695367 40.4483338, -3.6953101 40.4489706, -3.6952864 40.449229)",1.6052188803774279,0.0004221701110750094,,,,,,,
989205020,98746809,0,9939505,True,,Calle de Hernani,residential,50,False,93.777,"LINESTRING (-3.6958769 40.447969, -3.6968856 40.4480186, -3.6969828 40.4480236)",7.538525485183579,0.0014747767839538121,,,,,,,
989205020,989204862,0,85328244,True,,Calle de Orense,residential,,False,113.405,"LINESTRING (-3.6958769 40.447969, -3.6958862 40.4478729, -3.6959253 40.4475028, -3.6959462 40.4473027, -3.6954848 40.4472868)",2.4313121603546968,9.285880612950868e-05,,,,,,,
989205076,989204859,0,85328249,True,,Calle de María de Guzmán,residential,,False,51.99100000000001,"LINESTRING (-3.6957935 40.4440808, -3.6957749 40.4440688, -3.6957493 40.4440624, -3.6956944 40.4440602, -3.6953267 40.4440517, -3.6951867 40.4440459)",5.931417077979081,0.0007451718786505296,,,,,,,
989205076,98945971,0,303407853,True,2,Calle de Modesto Lafuente,residential,30,False,12.641,"LINESTRING (-3.6957935 40.4440808, -3.6958048 40.4440178, -3.6958089 40.4439678)",6.516121237678227,0.0013100435552019227,,,,,,,
989205097,25902892,0,7732121,True,3,Calle de Raimundo Fernández Villaverde,residential,,False,275.739,"LINESTRING (-3.69486 40.446305, -3.6923591 40.4461719, -3.6922538 40.4461667, -3.6920934 40.4461582, -3.6919583 40.4461532, -3.691609 40.4461371)",24.960763151742146,0.005088525524470597,,,,,,,
989278010,100881715,0,1032962171,True,,Paseo de La Habana,residential,,False,21.271,"LINESTRING (-3.6893348 40.4488681, -3.6892629 40.4490514)",27.232959140896572,0.0006815593297564635,,,,,,,
989278010,989278143,0,85333152,True,,Calle de los Hermanos Pinzón,residential,30,False,96.9,"LINESTRING (-3.6893348 40.4488681, -3.6894053 40.4489192, -3.6903532 40.4489711, -3.6904506 40.4489732)",28.07310179563759,3.7495201583900753e-07,,,,,,,
989278143,25902931,0,44335668,True,2,Paseo de la Castellana,residential,50,False,25.433,"LINESTRING (-3.6904506 40.4489732, -3.6904378 40.4490875, -3.6904251 40.4492011)",25.218864510612846,0.0006672852943948682,,,,,,,
989278228,100881577,0,11340425,False,4,Paseo de La Habana,residential,50,True,42.044,"LINESTRING (-3.6882541 40.4496122, -3.6885976 40.449339)",1.5912603714379823,0.00012325577817218133,,,,,,,
989278228,100881578,0,1032962169,False,4,Paseo de La Habana,residential,50,False,9.543,"LINESTRING (-3.6882541 40.4496122, -3.6881778 40.4496754)",1.5993633584688218,0.003145537107772717,,,,,,,
989278228,102195393,0,85333169,True,,Calle de Santiago Bernabéu,residential,,False,42.022999999999996,"LINESTRING (-3.6882541 40.4496122, -3.6880936 40.4495038, -3.6879617 40.4493141)",19.762214669568092,0.00592472023731101,,,,,,,
991793745,991794240,0,85518561,False,,Calle de Santa Comba,residential,,True,33.112,"LINESTRING (-3.7326921 40.4285415, -3.7323675 40.4287077)",1.216694218962834,0.0007697506297577694,,,,,,,
991793745,26080270,0,85518561,False,,Calle de Santa Comba,residential,,False,48.783,"LINESTRING (-3.7326921 40.4285415, -3.7331076 40.4283389, -3.7331765 40.4283038)",1.7608926377218699,0.0007919245162116969,,,,,,,
991793745,991793805,0,85518623,False,,Calle de Santa Coloma,residential,,True,120.017,"LINESTRING (-3.7326921 40.4285415, -3.7322073 40.4282199, -3.7319769 40.4279871, -3.7319539 40.4279763, -3.7319227 40.4279745, -3.7316685 40.428139)",1.2167256268451399,0.0,,,,,,,
991793749,149221758,0,15107094,False,,Calle de Luis Díaz Cobeña,residential,,False,38.707,"LINESTRING (-3.6679567 40.4328935, -3.667505 40.4329479)",1.5074914946971294,0.0006423833087912155,,,,,,,
991793749,991794611,0,15107094,False,,Calle de Luis Díaz Cobeña,residential,,True,44.155,"LINESTRING (-3.6679567 40.4328935, -3.668472 40.4328315)",1.4645726509170225,0.00021945036430467155,,,,,,,
991793749,991794388,0,85518631,False,,Calle Luis Adaro,residential,,False,27.508,"LINESTRING (-3.6679567 40.4328935, -3.6680079 40.4331378)",1.2423478824137744,0.0001137009664582149,,,,,,,
991793797,149189456,0,15105470,True,,Calle Conde de Vilches,residential,,False,61.443,"LINESTRING (-3.6700566 40.4382458, -3.6697725 40.4377373)",20.717687363162746,9.183738512084381e-05,,,,,,,
991793797,149184593,0,15105163,True,1,Calle Pintor Moreno Carbonero,residential,30,False,164.71,"LINESTRING (-3.6700566 40.4382458, -3.6717801 40.4377184, -3.671818 40.4377062, -3.6718617 40.4376921)",22.544073323878877,0.0016396780946438365,,,,,,,
991793805,991794284,0,44885771,False,2,Calle de la Ribera del Manzanares,residential,30,True,81.497,"LINESTRING (-3.7316685 40.428139, -3.7310107 40.4276038)",1.6298021466987258,0.004272888525602047,,,,,,,
991793805,991794240,0,44885771,False,2,Calle de la Ribera del Manzanares,residential,30,False,86.599,"LINESTRING (-3.7316685 40.428139, -3.7317526 40.4282074, -3.7323675 40.4287077)",1.2078479163783822,0.006252428299154303,,,,,,,
991793805,991793745,0,85518623,False,,Calle de Santa Coloma,residential,,False,120.017,"LINESTRING (-3.7316685 40.428139, -3.7319227 40.4279745, -3.7319539 40.4279763, -3.7319769 40.4279871, -3.7322073 40.4282199, -3.7326921 40.4285415)",1.2167256268451383,0.0,,,,,,,
991793955,991794135,0,85518569,False,,Plaza de Burdeos,residential,,False,28.702,"LINESTRING (-3.6643058 40.4383566, -3.664155 40.4385878)",1.643117338693836,0.00022737607415671676,,,,,,,
991793955,991794135,1,85518569,False,,Plaza de Burdeos,residential,,True,78.717,"LINESTRING (-3.6643058 40.4383566, -3.6645731 40.4384599, -3.6644196 40.4386869, -3.664155 40.4385878)",,0.0,,,,,,,
991793955,2755132950,0,"[270499515, 270499516]",False,,Plaza de Burdeos,residential,,"[False, True]",52.513,"LINESTRING (-3.6643058 40.4383566, -3.6645236 40.4380092, -3.6645765 40.4379317)",1.5862595376804702,0.0001137009664582149,,,,,,,
991793981,991794550,0,85518588,False,,Calle de San Juan de la Cruz,residential,,False,46.523,"LINESTRING (-3.6688408 40.4324711, -3.6682971 40.4325326)",1.2445267443471362,0.0001137009664582149,,,,,,,
991793981,149221891,0,140357866,True,,Calle de Pilar de Zaragoza,residential,,False,34.728,"LINESTRING (-3.6688408 40.4324711, -3.6688907 40.4327811)",10.606645851399268,0.0011931878200587176,,,,,,,
991794034,149212625,0,"[15106664, 15106801]",True,,Calle Antonia Ruiz Soro,residential,,False,84.999,"LINESTRING (-3.6651017 40.4383017, -3.6647677 40.4383812, -3.6650661 40.4386328, -3.6652062 40.4387509)",4.7347595349391405,0.0008652082412384381,,,,,,,
991794076,8195582347,0,48646525,True,,Calle de Eraso,residential,30,False,13.096,"LINESTRING (-3.6703354 40.4345124, -3.6702101 40.4345815)",3.096982819503147,0.001027252158980172,,,,,,,
991794076,27512860,0,880527065,False,2,Calle de Cartagena,tertiary,50,False,13.721,"LINESTRING (-3.6703354 40.4345124, -3.6703036 40.4346334)",1.5269797522940198,0.007617124343009725,,,,,,,
991794076,143657951,0,85518576,True,,Calle de Eraso,residential,,False,57.337,"LINESTRING (-3.6703354 40.4345124, -3.6704491 40.4344558, -3.6705703 40.4343966, -3.6708418 40.4342638, -3.6709048 40.434233)",10.262573128677719,0.00024024080711395167,,,,,,,
991794076,60015592,0,880527065,False,2,Calle de Cartagena,tertiary,50,True,85.33,"LINESTRING (-3.6703354 40.4345124, -3.6703536 40.4344429, -3.6703725 40.4343707, -3.6703938 40.4342601, -3.6704269 40.4339551, -3.670434 40.4338933, -3.6704504 40.4337508)",1.8700529539137183,0.006190354346463162,,,,,,,
991794091,2800120685,0,14578198,True,1,Calle Andrés Tamayo,residential,,False,47.559,"LINESTRING (-3.6712593 40.4361667, -3.671658 40.4364681)",5.920204450123745,0.0009116635030629055,,,,,,,
991794091,991794642,0,85518593,False,1,Calle de la Botánica,residential,,False,42.0,"LINESTRING (-3.6712593 40.4361667, -3.671607 40.4358972)",1.509329823373223,1.8708812652380824e-05,,,,,,,
991794135,991793955,0,85518569,False,,Plaza de Burdeos,residential,,True,28.702,"LINESTRING (-3.664155 40.4385878, -3.6643058 40.4383566)",1.6431173386938467,0.00022737607415671676,,,,,,,
991794135,991793955,1,85518569,False,,Plaza de Burdeos,residential,,False,78.717,"LINESTRING (-3.664155 40.4385878, -3.6644196 40.4386869, -3.6645731 40.4384599, -3.6643058 40.4383566)",,0.0,,,,,,,
991794135,149228609,0,270499517,False,,Calle Bremen,residential,,True,18.107,"LINESTRING (-3.664155 40.4385878, -3.6639622 40.4385172)",1.9109937483676476,0.0003410253230955056,,,,,,,
991794240,359710158,0,44885771,False,2,Calle de la Ribera del Manzanares,residential,30,False,44.185,"LINESTRING (-3.7323675 40.4287077, -3.7327414 40.428985)",1.6337373878551849,0.00539310292575058,,,,,,,
991794240,991793745,0,85518561,False,,Calle de Santa Comba,residential,,False,33.112,"LINESTRING (-3.7323675 40.4287077, -3.7326921 40.4285415)",1.2166942189628338,0.0009049272961576598,,,,,,,
991794240,991793805,0,44885771,False,2,Calle de la Ribera del Manzanares,residential,30,True,86.599,"LINESTRING (-3.7323675 40.4287077, -3.7317526 40.4282074, -3.7316685 40.428139)",1.2078479163783833,0.004172556537915471,,,,,,,
991794284,991793805,0,44885771,False,2,Calle de la Ribera del Manzanares,residential,30,False,81.497,"LINESTRING (-3.7310107 40.4276038, -3.7316685 40.428139)",1.6298021466987258,0.006352760286840878,,,,,,,
991794284,26080298,0,44885771,False,2,Calle de la Ribera del Manzanares,residential,30,True,211.44699999999997,"LINESTRING (-3.7310107 40.4276038, -3.7309349 40.4275435, -3.7306746 40.4273333, -3.7299373 40.4267307, -3.7295063 40.4264014, -3.7294014 40.4263147, -3.7292891 40.4262262)",1.432902869284432,0.004983422595616967,,,,,,,
991794284,26080295,0,85518606,False,,Calle Felipe Moratilla,residential,,False,57.991,"LINESTRING (-3.7310107 40.4276038, -3.7310737 40.4275476, -3.7314553 40.427207)",1.4317400776788036,4.008107755520425e-07,,,,,,,
991794326,991794611,0,85518617,False,,Calle Salvador Granes,residential,,True,28.782,"LINESTRING (-3.6685214 40.4330876, -3.668472 40.4328315)",1.242252549088389,0.0001137009664582149,,,,,,,
991794388,991793749,0,85518631,False,,Calle Luis Adaro,residential,,True,27.508,"LINESTRING (-3.6680079 40.4331378, -3.6679567 40.4328935)",1.242347882413775,0.0001137009664582149,,,,,,,
991794434,991794596,0,85518568,True,,Camino de Canillas,residential,,False,63.718,"LINESTRING (-3.6723102 40.4387738, -3.672464 40.4387451, -3.6729331 40.4384671)",5.9740251688294626,0.00016523747456629367,,,,,,,
991794434,29596138,0,"[85518584, 181097393]",True,,"['Calle Eduardo Vicente', 'Calle de Méjico']",residential,,False,128.444,"LINESTRING (-3.6723102 40.4387738, -3.6722106 40.4385627, -3.6721345 40.4385164, -3.6717963 40.4383747, -3.6722183 40.4380079, -3.672284 40.4379516)",10.574776025181173,6.0444850829219314e-05,,,,,,,
991794550,991793981,0,85518588,False,,Calle de San Juan de la Cruz,residential,,True,46.523,"LINESTRING (-3.6682971 40.4325326, -3.6688408 40.4324711)",1.244526744347137,0.0001137009664582149,,,,,,,
991794596,27512808,0,880527065,False,2,Calle de Cartagena,tertiary,50,True,4.521,"LINESTRING (-3.6729331 40.4384671, -3.6729019 40.4384341)",1.505448124861271,0.005850725396392161,,,,,,,
991794596,2693214178,0,880527065,False,2,Calle de Cartagena,tertiary,50,False,44.792,"LINESTRING (-3.6729331 40.4384671, -3.6730896 40.4386803, -3.6731754 40.4387955, -3.6731923 40.4388183)",1.533208180022058,0.0067922557669236215,,,,,,,
991794611,991793749,0,15107094,False,,Calle de Luis Díaz Cobeña,residential,,False,44.155,"LINESTRING (-3.668472 40.4328315, -3.6679567 40.4328935)",1.4645726509170245,0.0006843262170457583,,,,,,,
991794611,149221891,0,15107094,False,,Calle de Luis Díaz Cobeña,residential,,True,35.878,"LINESTRING (-3.668472 40.4328315, -3.6688907 40.4327811)",1.5049981786158442,0.0002759000367582269,,,,,,,
991794611,991794326,0,85518617,False,,Calle Salvador Granes,residential,,False,28.782,"LINESTRING (-3.668472 40.4328315, -3.6685214 40.4330876)",1.2422525490883898,0.0001137009664582149,,,,,,,
991794642,991794091,0,85518593,False,1,Calle de la Botánica,residential,,True,42.0,"LINESTRING (-3.671607 40.4358972, -3.6712593 40.4361667)",1.509329823373223,0.0007231531447548803,,,,,,,
991794642,143658449,0,14578216,True,1,Calle de Pilar de Zaragoza,living_street,20,False,195.032,"LINESTRING (-3.671607 40.4358972, -3.6720136 40.4362029, -3.6725786 40.4366287, -3.6732398 40.4371349)",15.478046793203326,0.00017483107441982964,3,,,,,,
993214710,2693214181,0,551621826,True,2,Calle de Cartagena,tertiary,50,False,11.955,"LINESTRING (-3.6734751 40.4392276, -3.6734285 40.4391261)",6.648993508808038,0.004661442249050111,,,,,,,
993214710,1829659976,0,71270050,False,4,Calle de Cartagena,tertiary,50,False,99.469,"LINESTRING (-3.6734751 40.4392276, -3.6737012 40.4395753, -3.6739239 40.4399177, -3.6739965 40.4400293)",1.7985104698398768,0.005959901079900594,,,,,,,
996183460,1505184324,0,85817360,False,,Pasaje de Enrique Ruano,residential,,True,72.358,"LINESTRING (-3.6793904 40.42418, -3.6800884 40.4244344, -3.6801614 40.424461)",1.29330992411579,0.0001137009664582149,,,,,,,
996183530,150553682,0,15219919,True,,Calle de Mercedes Fórmica,residential,30,False,56.891,"LINESTRING (-3.6663949 40.4220292, -3.6670664 40.4220502)",16.937026833995002,0.000588855676185233,,,,,,,
996183530,996183926,0,85817345,False,,Calle Vedia,residential,,False,40.518,"LINESTRING (-3.6663949 40.4220292, -3.6663931 40.4220787, -3.6663843 40.4223935)",1.4813761051172347,0.0003410253230955056,,,,,,,
996183543,150553832,0,109241640,True,,Calle del Marqués de Zafra,residential,,False,61.727,"LINESTRING (-3.662384 40.4257659, -3.6626332 40.4252442)",17.37832899820368,0.0009866926943702765,,,,,,,
996183543,150541824,0,127485208,True,,Calle del Vizconde de Matamala,residential,,False,44.363,"LINESTRING (-3.662384 40.4257659, -3.6624134 40.4257816, -3.6628673 40.4259184)",13.754910454360873,4.286089422435551e-05,,,,,,,
996183646,996184076,0,85817323,False,,Pasaje Montesa,residential,,True,68.188,"LINESTRING (-3.6730524 40.4290453, -3.6722489 40.4290011)",1.2921399962420927,0.0001137009664582149,,,,,,,
996183696,996184096,0,451978384,False,,Calle de Luis Villa,residential,,False,71.918,"LINESTRING (-3.669287 40.4262428, -3.6692297 40.4255975)",1.2660541419261453,0.0001137009664582149,,,,,,,
996183732,996183926,0,85817339,False,,Calle Vedia,residential,,True,17.403,"LINESTRING (-3.6661789 40.4223868, -3.6663843 40.4223935)",1.212180286893804,0.0001137009664582149,,,,,,,
996183789,996184037,0,85817351,True,,Calle Príncipe de Asturias,residential,,False,154.854,"LINESTRING (-3.6716957 40.4285166, -3.6717017 40.4284429, -3.6718006 40.4272207, -3.6718082 40.4271266)",5.003485288584674,0.000171417718137709,,,,,,,
996183789,60015718,0,864835835,True,,Calle de Don Ramón de la Cruz,residential,50,False,93.669,"LINESTRING (-3.6716957 40.4285166, -3.6707084 40.4284689, -3.6705913 40.4284632)",9.156776879558578,0.0019219393862914698,,,,,,,
996183877,150553827,0,15219930,False,,Calle Daniel Zuloaga,residential,,False,44.879,"LINESTRING (-3.6641942 40.4214417, -3.6636641 40.4214358)",1.2434422585170695,2.5858759713035e-08,,,,,,,
996183877,319768940,0,29070632,False,,Calle Basilio Paraíso,residential,,True,13.135,"LINESTRING (-3.6641942 40.4214417, -3.6641911 40.4213236)",1.2636038865461288,0.0001137009664582149,,,,,,,
996183877,319768924,0,297373168,True,,Calle Basilio Paraíso,residential,,False,23.198,"LINESTRING (-3.6641942 40.4214417, -3.6642116 40.4216499)",12.208131725756393,0.0003410253230955056,,,,,,,
996183926,996183732,0,85817339,False,,Calle Vedia,residential,,False,17.403,"LINESTRING (-3.6663843 40.4223935, -3.6661789 40.4223868)",1.212180286893804,0.0001137009664582149,,,,,,,
996183926,996184129,0,85817339,False,,Calle Vedia,residential,,True,15.887,"LINESTRING (-3.6663843 40.4223935, -3.6665718 40.4223997)",1.2121802868938039,0.0001137009664582149,,,,,,,
996183926,996183530,0,85817345,False,,Calle Vedia,residential,,True,40.518,"LINESTRING (-3.6663843 40.4223935, -3.6663931 40.4220787, -3.6663949 40.4220292)",1.4813761051172356,0.0003410253230955056,,,,,,,
996183938,150553662,0,15219914,True,,Calle Condes de Torreanaz,residential,50,False,107.59100000000001,"LINESTRING (-3.6675152 40.4216936, -3.6687347 40.421753, -3.6687835 40.4217563)",10.328785194713419,0.0006619066723745569,,,,,,,
996183938,996184151,0,85817314,False,,Calle Pintor Domínguez,residential,50,False,18.385,"LINESTRING (-3.6675152 40.4216936, -3.6675118 40.4217316, -3.6675013 40.4218586)",1.2598226220401498,0.0001137009664582149,,,,,,,
996184002,150553832,0,44335077,True,,Paseo del Marqués de Zafra,residential,,False,34.791,"LINESTRING (-3.6622506 40.4251299, -3.6626332 40.4252442)",18.298423499362755,0.0004330566489141972,,,,,,,
996184012,4487831489,0,85817354,False,,Calle de Tomás López,residential,,False,48.45,"LINESTRING (-3.6700576 40.427047, -3.6700012 40.4266134)",1.3037895595190614,0.0001137009664582149,,,,,,,
996184012,26784032,0,4526343,True,1,Calle de Ayala,residential,,False,120.343,"LINESTRING (-3.6700576 40.427047, -3.6687177 40.426977, -3.6686392 40.4269729)",17.038199675155177,0.00028925608615000954,,,,,,,
996184037,28096844,0,208134359,True,1,Calle de Ayala,residential,50,False,50.375,"LINESTRING (-3.6718082 40.4271266, -3.6722836 40.4271446, -3.6724026 40.4271491)",4.690673661638103,0.0019510434203484908,,,,,,,
996184058,8294962237,0,85817302,False,,Calle Aizgorri,residential,,False,83.953,"LINESTRING (-3.6661682 40.4216286, -3.6662265 40.4208749)",1.2422212256619316,0.0001137009664582149,,,,,,,
996184058,150553775,0,207753972,True,1,Calle Condes de Torreanaz,residential,30,False,37.768,"LINESTRING (-3.6661682 40.4216286, -3.6657228 40.4216088)",22.800625581942047,0.0006820506461910112,,,,,,,
996184076,996183646,0,85817323,False,,Pasaje Montesa,residential,,False,68.188,"LINESTRING (-3.6722489 40.4290011, -3.6730524 40.4290453)",1.2921399962420916,0.0001137009664582149,,,,,,,
996184076,28097323,0,248729535,True,,Calle de Montesa,residential,,False,82.429,"LINESTRING (-3.6722489 40.4290011, -3.6721869 40.4297409)",7.181935944254979,0.001795321969356594,,,,,,,
996184096,26784098,0,62298635,True,,Calle de Hermosilla,residential,50,False,39.416,"LINESTRING (-3.6692297 40.4255975, -3.6687652 40.4255726)",13.376209218654452,0.000532612873809382,,,,,,,
996184096,996183696,0,451978384,False,,Calle de Luis Villa,residential,,True,71.918,"LINESTRING (-3.6692297 40.4255975, -3.669287 40.4262428)",1.266054141926145,0.0001137009664582149,,,,,,,
996184129,996183926,0,85817339,False,,Calle Vedia,residential,,False,15.887,"LINESTRING (-3.6665718 40.4223997, -3.6663843 40.4223935)",1.2121802868938036,0.0001137009664582149,,,,,,,
996184151,996183938,0,85817314,False,,Calle Pintor Domínguez,residential,50,True,18.385,"LINESTRING (-3.6675013 40.4218586, -3.6675118 40.4217316, -3.6675152 40.4216936)",1.2598226220401498,0.0001137009664582149,,,,,,,
996184188,996184058,0,207753972,True,1,Calle Condes de Torreanaz,residential,30,False,37.731,"LINESTRING (-3.666613 40.4216504, -3.6661682 40.4216286)",22.787438267927786,0.0006820506461910112,,,,,,,
996184188,8294962236,0,207753967,False,,Calle Aralar,residential,30,False,87.999,"LINESTRING (-3.666613 40.4216504, -3.6666156 40.4216324, -3.6666177 40.421609, -3.6666747 40.4208815, -3.6666763 40.4208605)",1.2596196842415226,0.0001137009664582149,,,,,,,
